dataset_index,config_type,domain,role,ft_split,natoms,nSi,nO,O_over_Si,content_sha12
3261,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,b9bf10800464
3262,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,ded8b7ac3163
3264,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,905f55969d91
3265,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,24,48,2.0,98469670f679
3266,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,108,36,72,2.0,2b5938080a23
3267,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,36,12,24,2.0,6df1f9300a75
3268,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,bf1ecf0ba113
3270,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,ad8ea0da10b0
3271,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,398e119bb685
3273,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,24,48,2.0,03b3a1546180
3275,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,24,48,2.0,d67da949e1e0
3276,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,209d43c710ee
3277,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,1936e255ba70
3278,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,021b1541feb7
3279,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,72,24,48,2.0,97dfcfbf4636
3280,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,36,12,24,2.0,08d6dca9b9e9
3281,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,fcb98d822b47
3282,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,95a1a6147089
3284,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,cfd15e84d68a
3285,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,db66226cef3a
3286,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,0160c75c959f
3288,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,1c797f2eeaae
3289,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,0482197a8239
3290,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,6929e8a8da98
3291,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,575011966c5e
3292,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,36,12,24,2.0,badf2076cadb
3294,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,db961be1d906
3295,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,87b1c7cd47f0
3296,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,4c288708fb1a
3297,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,dc89916d9cab
3299,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,03e0ef1d0661
3300,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,40971147a164
3301,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,2ad35aaf614a
3303,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,d722539a1e2e
3306,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,f2faa68350cf
3307,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,48,16,32,2.0,ba385f66c59c
3308,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,bcf78c81c117
3309,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,cbafbe7071f8
3310,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,9611cad73b9a
3311,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,6d5d94bb6ed2
3312,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,da6e0231de53
3313,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,abb941d34da1
3315,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,9917cbf31bf8
3316,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,f89711c437e8
3317,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,afdcf6270823
3318,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,48,16,32,2.0,bdb677f6e4de
3319,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,51ac4ddd5cf1
3320,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,320442758b63
3321,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,e0a8e9ab5914
3322,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,4a70f3b70edb
3323,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,e8b706346999
3324,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,3974e5066bda
3325,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,fcbfb603e218
3326,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,42e927ff291f
3327,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,f6373168b5a4
3330,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,48,16,32,2.0,e7f44cd4edf7
3331,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,e935369e5362
3332,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,ca09de35b6ee
3333,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,be1e607c8f02
3334,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,bb9248f4da18
3336,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,26228184e97b
3337,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,fe1fa7955886
3339,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,edb3282c734b
3340,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,108,36,72,2.0,a7d6244af023
3342,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,108,36,72,2.0,ff82e09c58c7
3344,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,108,36,72,2.0,69a1242e26d5
3346,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,613e970398a9
3347,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,77b5a552baac
3349,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,01e1a8e79df0
3350,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,108,36,72,2.0,78704f80b887
3352,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,41b4b51e950c
3353,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,9fa1ca3c0385
3354,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,7287d2afec70
3355,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,18ed2883eb8d
3356,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,6f8b3dd535a4
3357,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,36,12,24,2.0,f4d3024dfbe4
3358,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,fc6390454177
3359,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,9055cc75d85c
3360,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,aaf0f1f8abac
3361,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,f6cf04501555
3362,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,2a4511c5ec0a
3363,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,e283dbe2795c
3364,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,54a30ec157f2
3366,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,2bd94d59c106
3367,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,f3b8bce565fd
3368,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,48,16,32,2.0,a4f258b69089
3369,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,608344e0c69d
3370,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,514f9f918d59
3371,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,b1bbc1cd8358
3372,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,f2b71d22318a
3373,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,81aa3c121769
3374,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,108,36,72,2.0,6e5e7eb20f18
3375,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,108,36,72,2.0,b93b3f786368
3376,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,508adb022b6f
3377,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,4121702700cd
3379,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,48,16,32,2.0,960c537b1f73
3380,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,30c495f24b33
3381,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,dd8c1cbe9891
3382,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,108,36,72,2.0,de2460d9e95c
3383,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,98298e7214a0
3384,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,8b4451be8f02
3385,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,f13a26b9c100
3386,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,8a172c1a32e9
3387,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,ca87353c4c48
3388,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,48,16,32,2.0,f5217184a0b3
3389,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,val,36,12,24,2.0,aa6c9ded88b7
3390,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,21049c129762
3391,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,2c0a55391f6f
3392,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,50dc7d87a0e3
3393,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,4afb012a9e8b
3394,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,699aea29148d
3395,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,e187b720e12d
3396,quench_max_AL,SiO2x_clustered_vacancy_voidsurface,core,train,36,12,24,2.0,671c29c32208
3397,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,ba04eeb36bf2
3398,quench_int_AL,amorphous_SiO2,core,train,153,51,102,2.0,82f4409be954
3400,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,36ad9c73c999
3401,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,425ebcc187c7
3402,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,e5ba2b0ff382
3403,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,766c72a2480a
3404,quench_int_AL,amorphous_SiO2,core,val,141,47,94,2.0,42e0fe9ed0c1
3405,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,f4e9cb811e1d
3406,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,afe64886d5c7
3407,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,b86cdd2ed495
3408,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,e7bb115ea216
3409,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,942c34a39b2a
3410,quench_int_AL,amorphous_SiO2,core,train,153,51,102,2.0,f2a5bd8c84ab
3411,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,9c74dbae6b12
3412,quench_int_AL,amorphous_SiO2,core,train,162,54,108,2.0,39d820085fcc
3413,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,2f710d14d815
3414,quench_int_AL,amorphous_SiO2,core,val,138,46,92,2.0,6769e81933df
3415,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,a625522c9106
3416,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,6077ff664d5e
3417,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,0c594931ba28
3418,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,288932ec8fad
3419,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,19507d0b66f8
3420,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,8808ab0e9ac3
3421,quench_int_AL,amorphous_SiO2,core,train,159,53,106,2.0,759d33016ec4
3422,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,fe6d283fd64f
3423,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,49d23e4d1d4b
3424,quench_int_AL,amorphous_SiO2,core,val,132,44,88,2.0,7538156b564f
3425,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,450ab5909a59
3426,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,b1859fbef5e4
3428,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,b0da26e4d522
3429,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,9156e40861e7
3430,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,cf492b681e5c
3431,quench_int_AL,amorphous_SiO2,core,train,153,51,102,2.0,f6354cfbcd0f
3432,quench_int_AL,amorphous_SiO2,core,train,150,50,100,2.0,f3e76837db18
3433,quench_int_AL,amorphous_SiO2,core,train,156,52,104,2.0,74c05305ad2c
3434,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,bfa5c8e694e0
3435,quench_int_AL,amorphous_SiO2,core,val,135,45,90,2.0,2284088e9b1b
3437,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,c1ef380fa64a
3438,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,2645ae722d02
3439,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,689a0c79c595
3442,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,08729cb74ca6
3443,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,9fecaee2f967
3444,quench_int_AL,amorphous_SiO2,core,train,150,50,100,2.0,b41f6df12974
3445,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,adf09372e6c5
3446,quench_int_AL,amorphous_SiO2,core,train,150,50,100,2.0,b30333b22e10
3447,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,7ed642c5f719
3448,quench_int_AL,amorphous_SiO2,core,val,135,45,90,2.0,ea477675fb6c
3449,quench_int_AL,amorphous_SiO2,core,train,153,51,102,2.0,603788e32848
3450,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,b40ef9ab641b
3452,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,9d89b563e47d
3453,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,91841f5d85c5
3454,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,1815a53256e5
3455,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,0d88192656d9
3457,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,9c6da1d20e23
3459,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,21e43545679b
3460,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,fe8d31e2435d
3461,quench_int_AL,amorphous_SiO2,core,val,129,43,86,2.0,efa95cfd7e8e
3463,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,790276ceb6fc
3464,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,fad69472c4ce
3466,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,e2770e6f8268
3467,quench_int_AL,amorphous_SiO2,core,train,156,52,104,2.0,74d02c4e4500
3468,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,034083f91e45
3471,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,cdde95ba5822
3472,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,11b0d044f198
3473,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,b9a8b87f0551
3474,quench_int_AL,amorphous_SiO2,core,train,138,46,92,2.0,d770cdd27601
3475,quench_int_AL,amorphous_SiO2,core,val,135,45,90,2.0,8a314070f39c
3479,quench_int_AL,amorphous_SiO2,core,train,150,50,100,2.0,fbd067913be1
3480,quench_int_AL,amorphous_SiO2,core,train,153,51,102,2.0,ba8c139fe1f4
3481,quench_int_AL,amorphous_SiO2,core,train,147,49,98,2.0,3f8a19ba4b79
3482,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,9b45d236972d
3483,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,40dedc5e074f
3484,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,fc70e36d09ce
3485,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,8a37ae9247e3
3486,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,82e7c9b7ac0a
3489,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,22eabb65066c
3491,quench_int_AL,amorphous_SiO2,core,val,108,36,72,2.0,e3b05832b0e4
3492,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,b4c864f02891
3494,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,0860881d0986
3495,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,ae3baeb2d96e
3496,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,f5892f6e3cca
3497,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,0c8d3cb26fa5
3499,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,cbe261ec474b
3500,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,a338464d8ebc
3501,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,7bcbe648fbf9
3502,quench_int_AL,amorphous_SiO2,core,train,81,27,54,2.0,3cb1b4fb72bb
3503,quench_int_AL,amorphous_SiO2,core,val,126,42,84,2.0,11281fd530c6
3504,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,c1cf9a2c705f
3505,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,d62ddb305406
3506,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,685c04750099
3507,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,ccb68d317c72
3508,quench_int_AL,amorphous_SiO2,core,train,102,34,68,2.0,7d11dc4e9529
3509,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,33371bbbe923
3510,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,12fb09b9f48e
3511,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,90f6f2b6adfe
3512,quench_int_AL,amorphous_SiO2,core,train,93,31,62,2.0,55b9ca14abb5
3514,quench_int_AL,amorphous_SiO2,core,val,135,45,90,2.0,da00d8f1e8cb
3515,quench_int_AL,amorphous_SiO2,core,train,90,30,60,2.0,36edfa119e0d
3516,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,5311e23713f0
3517,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,1edd183b509a
3518,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,4516c629b65b
3519,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,6f188a798e08
3521,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,e80713d179f4
3522,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,a1c12fea29d9
3524,quench_int_AL,amorphous_SiO2,core,train,150,50,100,2.0,0de50c52dc9a
3526,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,21930f3b4a56
3527,quench_int_AL,amorphous_SiO2,core,val,108,36,72,2.0,c5597a8e44f1
3528,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,af98f9f146d3
3529,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,e682dc8ca16b
3530,quench_int_AL,amorphous_SiO2,core,train,99,33,66,2.0,c68721f0877a
3531,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,0b80289b411f
3532,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,06ca828039ce
3533,quench_int_AL,amorphous_SiO2,core,train,141,47,94,2.0,a604bb71aadf
3534,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,daea0d988cc4
3535,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,9c0f1e0e84ec
3536,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,366a7b46e84c
3537,quench_int_AL,amorphous_SiO2,core,val,129,43,86,2.0,721332886756
3538,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,892c05cb684f
3541,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,02bd06d34808
3542,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,8b489948844d
3543,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,8b460d1e1f1c
3544,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,0e880495e24a
3545,quench_int_AL,amorphous_SiO2,core,train,96,32,64,2.0,ba03c8d49923
3546,quench_int_AL,amorphous_SiO2,core,train,87,29,58,2.0,bff10a8e136c
3549,quench_int_AL,amorphous_SiO2,core,train,84,28,56,2.0,5645e78f4bf5
3551,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,88f6376c674c
3552,quench_int_AL,amorphous_SiO2,core,val,114,38,76,2.0,b9bf62fe1a12
3553,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,ae130254ff71
3554,quench_int_AL,amorphous_SiO2,core,train,120,40,80,2.0,e6c37f03f239
3555,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,f23a549ba857
3556,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,565596851f47
3557,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,8a3dcc5a58b0
3558,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,0fdc5dcc723a
3559,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,064b0ee1fa7e
3560,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,4a9eca532860
3561,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,dbb1893cb345
3562,quench_int_AL,amorphous_SiO2,core,val,105,35,70,2.0,d189644dff3f
3565,quench_int_AL,amorphous_SiO2,core,train,99,33,66,2.0,2ea71f71c68c
3566,quench_int_AL,amorphous_SiO2,core,train,102,34,68,2.0,86c58b03b793
3567,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,ad8d71fb152e
3568,quench_int_AL,amorphous_SiO2,core,train,102,34,68,2.0,0d0db70f1495
3569,quench_int_AL,amorphous_SiO2,core,train,114,38,76,2.0,befbcf616dce
3570,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,99a9899c3338
3571,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,32a6a69d2d87
3573,quench_int_AL,amorphous_SiO2,core,train,135,45,90,2.0,bd82d6427adf
3574,quench_int_AL,amorphous_SiO2,core,train,111,37,74,2.0,3d5c76c135db
3575,quench_int_AL,amorphous_SiO2,core,val,108,36,72,2.0,e35f4cc91bf6
3576,quench_int_AL,amorphous_SiO2,core,train,93,31,62,2.0,0a38c47851d1
3577,quench_int_AL,amorphous_SiO2,core,train,108,36,72,2.0,4277178c939e
3578,quench_int_AL,amorphous_SiO2,core,train,87,29,58,2.0,30881f023863
3580,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,795ad385f6be
3581,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,b6de33de8a9e
3583,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,5b3550ef5a65
3584,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,bcaef18a0811
3585,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,14cb0b025cd6
3586,quench_int_AL,amorphous_SiO2,core,train,99,33,66,2.0,babaddf872ec
3587,quench_int_AL,amorphous_SiO2,core,val,147,49,98,2.0,ba78a59db6cd
3588,quench_int_AL,amorphous_SiO2,core,train,99,33,66,2.0,d4eba2f0e1d4
3589,quench_int_AL,amorphous_SiO2,core,train,90,30,60,2.0,1ad47477a875
3590,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,26c8450c6f9a
3591,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,5bf02146df1f
3592,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,2bdca1a601cc
3593,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,2dfcd651feeb
3594,quench_int_AL,amorphous_SiO2,core,train,123,41,82,2.0,cbe259cc9cbe
3595,quench_int_AL,amorphous_SiO2,core,train,117,39,78,2.0,c08bf16bf5de
3596,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,41f149b0b526
3599,quench_int_AL,amorphous_SiO2,core,val,141,47,94,2.0,67d90ebe244d
3600,quench_int_AL,amorphous_SiO2,core,train,132,44,88,2.0,e9b1e8d6e7ed
3601,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,4500d66c5d79
3602,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,f41f6847b19a
3603,quench_int_AL,amorphous_SiO2,core,train,129,43,86,2.0,eb84f5ca4414
3604,quench_int_AL,amorphous_SiO2,core,train,105,35,70,2.0,ac2ffd7f180f
3605,quench_int_AL,amorphous_SiO2,core,train,150,50,100,2.0,5e4aeffd849d
3606,quench_int_AL,amorphous_SiO2,core,train,126,42,84,2.0,b33dcf8d37be
3607,quench_int_AL,amorphous_SiO2,core,train,144,48,96,2.0,06ac909402fd
